S.No.,"Vendor
Name","GST
IN",State,Manufacturer,"Drug
License
No.","Store
Name","PO
No.","PO
Date","GRN
No.","GRN
Status",GRN Type,"GRN
Date","GRN
Compl.
Date","Invoice
No.","Invoice
Date","Drug
Code","Drug
Description","HSN
Code","Purchase
UOM","Batch
No.","Mfg
Date","Expiry
Date","Free
Item",Tax Scheme Name,Qty,Rate,MRP,"MRP
(I/E)","Total
Rate","Disc
Amt","Tax
Amt","Grand
Total"
95,BHATIA MEDIWAYS AGENCIES(APEX CFA),07ACSPB6405G1ZP,Delhi,APEX Laboratories Limited,"21B/DL/BTG/118319, 20B/DL/PTG/118318",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5281,19/09/2026,SE/PH/GRN/26/6700,CLOSED,Against PO,19/09/2026,19/09/2026,AP00001114,19/09/2026,ZCV015,Zincovit tab,21069099,Tablet,141868^ZVT26152,01/06/2026,30/11/2027,N,Outside State Purchase GST-5%,1350.00,3.83,7.18,I,5170.50,0.00,258.52,5429.02
96,R.K Pharma,07AAIFR7148G1ZY,Delhi,Natco Pharma Limited,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/4941,10/09/2026,SE/PH/GRN/26/6701,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29982,18/09/2026,PSNT03,Posanat 300mg/16.7ml Inj,30049029,Vial,129088^1250253,01/12/2025,30/11/2028,N,Outside State Purchase GST-5%,1.00,1450.00,7125.00,I,1450.00,72.50,68.88,1446.38
97,R.K Pharma,07AAIFR7148G1ZY,Delhi,BIOLOGICAL E LIMITED,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5117,17/09/2026,SE/PH/GRN/26/6702,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29576,17/09/2026,BPA050,Beparine 5000IU/5ml Inj,30019091,Vial,116927^AAE025AA,01/09/2025,31/08/2028,N,Outside State Purchase GST-5%,50.00,55.10,113.29,I,2755.00,137.75,130.86,2748.11
98,R.K Pharma,07AAIFR7148G1ZY,Delhi,BIOLOGICAL E LIMITED,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5117,17/09/2026,SE/PH/GRN/26/6702,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29576,17/09/2026,BPA050,Beparine 5000IU/5ml Inj,30019091,Vial,130555^AAE028AA,01/11/2025,31/10/2028,N,Outside State Purchase GST-5%,250.00,55.10,113.29,I,13775.00,688.75,654.31,13740.56
99,R.K Pharma,07AAIFR7148G1ZY,Delhi,BIOLOGICAL E LIMITED,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5117,17/09/2026,SE/PH/GRN/26/6702,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29576,17/09/2026,ENT040,Enoxatil 40mg/0.4ml inj,30049099,Syringe,141284^ME2607022A,01/07/2026,30/06/2028,N,Outside State Purchase GST-5%,200.00,88.00,481.66,I,17600.00,880.00,836.00,17556.00
100,R.K Pharma,07AAIFR7148G1ZY,Delhi,BIOLOGICAL E LIMITED,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5117,17/09/2026,SE/PH/GRN/26/6702,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29576,17/09/2026,G2K40,G2K 40mg injection,30049039,Vial,141866^PNDA6G23A,01/07/2026,30/06/2028,N,Outside State Purchase GST-5%,2400.00,10.40,54.24,I,24960.00,1248.00,1185.60,24897.60
101,R.K Pharma,07AAIFR7148G1ZY,Delhi,Zydus Cadila Healthcare Ltd,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5120,17/09/2026,SE/PH/GRN/26/6703,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29570,17/09/2026,BIP040,Bilypsa 4mg Tab(45's),30049099,Bottle,132907^IB00806A,01/04/2026,30/09/2028,N,Outside State Purchase GST-5%,9.00,1561.95,2255.08,I,14057.55,702.88,667.73,14022.41
102,R.K Pharma,07AAIFR7148G1ZY,Delhi,Zydus Cadila Healthcare Ltd,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5120,17/09/2026,SE/PH/GRN/26/6703,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29570,17/09/2026,FUO500,FerUno 500 mg Inj,30049099,Nos,119562^250724B-1,01/07/2025,30/06/2028,N,Outside State Purchase GST-5%,10.00,1800.00,3449.00,I,18000.00,900.00,855.00,17955.00
103,R.K Pharma,07AAIFR7148G1ZY,Delhi,Zydus Cadila Healthcare Ltd,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5120,17/09/2026,SE/PH/GRN/26/6703,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29570,17/09/2026,LVT010,Laviat 10mg Cap(10's),30049049,Bottle,132992^LICF26B08,01/06/2026,31/05/2028,N,Outside State Purchase GST-5%,1.00,375.00,1516.80,I,375.00,0.00,18.75,393.75
104,R.K Pharma,07AAIFR7148G1ZY,Delhi,Zydus Cadila Healthcare Ltd,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5120,17/09/2026,SE/PH/GRN/26/6703,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29570,17/09/2026,NYK305,Nykron Tab,30049099,Tablet,141864^BEC1056,01/02/2026,31/01/2028,N,Outside State Purchase GST-5%,10.00,1425.00,2484.30,I,14250.00,712.50,676.88,14214.38
105,R.K Pharma,07AAIFR7148G1ZY,Delhi,Zydus Cadila Healthcare Ltd,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5120,17/09/2026,SE/PH/GRN/26/6703,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29570,17/09/2026,PED01,PepAir Device,5050788,Nos,131152^Z0312605,01/02/2026,31/01/2031,N,Outside State Purchase GST-5%,10.00,754.29,990.00,I,7542.90,377.14,358.29,7524.04
106,R.K Pharma,07AAIFR7148G1ZY,Delhi,Zydus Cadila Healthcare Ltd,"DL- MLN-111700, DL- MLN-111701",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5120,17/09/2026,SE/PH/GRN/26/6703,CLOSED,Against PO,19/09/2026,19/09/2026,MD/26-27/29570,17/09/2026,RCR4000,Renocrit 4000IU Inj PFS,30021500,Syringe,141865^BB00129A,01/03/2026,30/06/2028,N,Outside State Purchase GST-5%,3.00,125.00,1225.30,I,375.00,18.75,17.81,374.06
107,UNITED BIOTECH (P) LTD,07AAACU1839L1Z4,Haryana,UNITED BIO-TECH,,PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5242,19/09/2026,SE/PH/GRN/26/6704,CLOSED,Against PO,19/09/2026,19/09/2026,DL/GTI2627/9524,19/09/2026,DPRS10,D-Pressin 10mcg Nasal Spray,30043990,Canister,125517^DEND6A1,01/04/2026,31/03/2028,N,Outside State Purchase GST-5%,4.00,584.04,1695.00,I,2336.16,0.00,116.81,2452.97
108,UNITED BIOTECH (P) LTD,07AAACU1839L1Z4,Haryana,UNITED BIOTECH (P) LIMITED,,PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5276,19/09/2026,SE/PH/GRN/26/6705,CLOSED,Against PO,19/09/2026,19/09/2026,DL/GTI2627/9530,19/09/2026,IFD100,Ifomid - M 1gm With Mesna Inj,30049049,Vial,138347^FMDF6B9,01/06/2026,31/05/2028,N,Outside State Purchase GST-5%,10.00,256.50,427.69,I,2565.00,0.00,128.25,2693.25
109,UNITED BIOTECH (P) LTD,07AAACU1839L1Z4,Haryana,UNITED BIOTECH (P) LIMITED,,PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5276,19/09/2026,SE/PH/GRN/26/6705,CLOSED,Against PO,19/09/2026,19/09/2026,DL/GTI2627/9530,19/09/2026,VAS001,Vasmed 1ml Inj,30042099,Nos,129626^VPIC6B4,01/03/2026,29/02/2028,N,Outside State Purchase GST-5%,100.00,74.00,334.00,I,7400.00,0.00,370.00,7770.00
110,A.S. PHARMA PRIVATE LIMITED,07AAFCA5703N1ZK,Delhi,Biorange Biologicals Private Limited,21B2023DL000684- 21DL2023000996/20B2023DL000687-20,PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5226,19/09/2026,SE/PH/GRN/26/6706,CLOSED,Against PO,19/09/2026,19/09/2026,GST-26-11179,19/09/2026,OSTOE8,Osteo One 8mg/ml Inj (PFS),30043990,Syringe,134683^260584,01/05/2026,30/04/2028,N,Outside State Purchase GST-5%,1.00,8910.71,19500.00,I,8910.71,445.54,423.26,8888.43
111,Novacare Healthcare Solutions Private Limited(DELHI),07AAGCN0847B1ZS,Delhi,Cipla Ltd,FORM 20B-DL-HRN-123525/FORM 21 B-DL-HRN-123526,PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/4963-A,19/09/2026,SE/PH/GRN/26/6707,CLOSED,Against PO,19/09/2026,19/09/2026,DEL-26-40623,19/09/2026,NSF003,Neosurf 3ml Inj,30049099,Vial,141862^26698A,01/07/2026,30/06/2029,N,Outside State Purchase GST-5%,1.00,4800.00,6879.69,I,4800.00,240.00,228.00,4788.00
112,Novacare Healthcare Solutions Private Limited(DELHI),07AAGCN0847B1ZS,Delhi,Cipla Ltd,FORM 20B-DL-HRN-123525/FORM 21 B-DL-HRN-123526,PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/4963-A,19/09/2026,SE/PH/GRN/26/6707,CLOSED,Against PO,19/09/2026,19/09/2026,DEL-26-40623,19/09/2026,NSF0005,Neosurf 5 ml Inj,30049099,Vial,141861^26701A,01/07/2026,30/06/2029,N,Outside State Purchase GST-5%,2.00,8100.00,11466.15,I,16200.00,810.00,769.50,16159.50
113,BAJAJ SALES AGENCY,07AHOPB9208N1ZX,Delhi,MSN Lab Pvt Limited,"20B-,153890,20B 153891,21 153892,21B 153893",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/5284,19/09/2026,SE/PH/GRN/26/6708,CLOSED,Against PO,19/09/2026,19/09/2026,S3-26-16039,18/09/2026,CNB25,CNB 25mg Tab,30049099,Nos,141863^4RG08028A,01/08/2026,31/07/2028,N,Outside State Purchase GST-5%,500.00,8.53,14.00,I,4266.50,170.66,204.79,4300.63
114,Novacare Healthcare Solutions Pvt Ltd,06AAGCN0847B1ZU,Haryana,Win Medicare Pvt Ltd,"20B-HR-6600-899-OW/H, 21B-HR-6600-899-W/H",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/4964-A,19/09/2026,SE/PH/GRN/26/6709,CLOSED,Against PO,19/09/2026,19/09/2026,GGN-26-33944,16/09/2026,BVP200,Betadine Vaginal Pessaries,30049087,Pessaries,141860^MJ00326,01/08/2026,31/07/2029,N,Inside State Purchase GST-5%,40.00,14.21,29.35,I,568.40,28.42,27.00,566.98
115,Delta Healthcare,06AUWPP4929M1ZM,Haryana,MSN Lab Pvt Limited,"HR-770961  OW/H, W/H",PS/MN/20B/00 (PH MAIN STORE),SE/PH/2026-27/4899-A,19/09/2026,SE/PH/GRN/26/6710,CLOSED,Against PO,19/09/2026,19/09/2026,DHC-26-49291,15/09/2026,TAPE50,Tapal ER 50mg,30049069,Nos,141859^6RG07037A,01/07/2026,30/06/2029,N,Inside State Purchase GST-5%,600.00,11.87,21.42,I,7122.36,356.12,338.31,7104.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961347.24,41103.94,92989.84,2013233.15
