S.No.,PRQ No.,"Created
Date","Created
By","Approved
Date","Approved
By","Creation
Status","Processing
Status",PRQ Remarks,Item Code,Item Name,UOM,"Required
Date",Department,Preferred Vendor,Preferred Manufacturer,Item Remarks,"Auto
PRQ(Y/N)",Parent PO,"Required
Qty","PO
Incl. Qty"
192,P/AMPU/26/5006,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,UNITED BIOTECH (P) LIMITED,VAS001,Vasmed 1ml Inj,Nos,19/09/2026,,UNITED BIOTECH (P) LTD,,UNITED BIOTECH (P) LIMITED,No,,100.00,100.00
193,P/AMPU/26/5006,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,UNITED BIOTECH (P) LIMITED,IFD100,Ifomid - M 1gm With Mesna Inj,Vial,19/09/2026,,UNITED BIOTECH (P) LTD,,UNITED BIOTECH (P) LIMITED,No,,10.00,10.00
194,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,SUP125,Sol-U-Pred 125mg Inj,Vial,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,80.00,80.00
195,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,HPGD05,Hepagard Granules 5gm,Sachet,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,180.00,180.00
196,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,SUP040,Sol-U-Pred 40mg Inj,Vial,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,200.00,200.00
197,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,SUP1000,Sol-U-Pred 1000mg Inj,Vial,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,10.00,10.00
198,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,KEZ001,Kezone-S 1gm Inj,Nos,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,40.00,40.00
199,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,KEZ002,Kezone-S 2gm Inj,Nos,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,20.00,20.00
200,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,DSS010,D-Pressin 0.1mg Tab(10's),Strips,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,30.00,30.00
201,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,BPG020,Bioplegia Inj 20ml,Ampoule,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,40.00,40.00
202,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,SUP500,Sol-U-Pred 500mg Inj,Vial,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,10.00,10.00
203,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,OCR500,Oncofluor 500mg/10ml Inj,Ampoule,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,100.00,100.00
204,P/AMPU/26/5007,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,UBN10,Uniblastin 10mg/10ml Inj,Vial,19/09/2026,,UNITED BIOTECH (P) LTD,,,No,,10.00,10.00
205,P/AMPU/26/5008,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Eyox Wellness Private Limited,OK500,OkMag 500Mg Tab,Nos,19/09/2026,,VALTURE PHARMACEUTICAL LLP,,Eyox Wellness Private Limited,No,,300.00,300.00
206,P/AMPU/26/5009,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Healthkind Labs Pvt. Ltd,OTP000,Otostrngth Plus TAB,Tablet,19/09/2026,,VALTURE PHARMACEUTICAL LLP,,Healthkind Labs Pvt. Ltd,No,,200.00,200.00
207,P/AMPU/26/5010,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,GRV400,Groviva Advance 400gm Powder,Jar,19/09/2026,,WIN MEDICARE PRIVATE LIMITED - CFA Delhi,,,No,,24.00,24.00
208,P/AMPU/26/5010,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,MXV400,Maxvida HPHF 400gm Powder,Jar,19/09/2026,,WIN MEDICARE PRIVATE LIMITED - CFA Delhi,,,No,,12.00,12.00
209,P/AMPU/26/5010,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,MXVHP4,Maxvida HP 400gm Powder,Jar,19/09/2026,,WIN MEDICARE PRIVATE LIMITED - CFA Delhi,,,No,,12.00,12.00
210,P/AMPU/26/5010,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,MAX400,Maxvida Advance Vanilla 400gm,Nos,19/09/2026,,WIN MEDICARE PRIVATE LIMITED - CFA Delhi,,,No,,12.00,12.00
211,P/AMPU/26/5011,19/09/2026,Giri Shankar,19/09/2026,Giri Shankar,Closed,Fully Processed,urgent,FLX05,Fluarix SH ( Trivalent ) PFS vaccines,Nos,19/09/2026,,Toasha Vaccines Southend,,,No,,200.00,200.00
212,P/AMPU/26/5012,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,EST120,Esentra 120mg Inj,Vial,19/09/2026,,Intas Pharmaceuticals Limited,,,No,,1.00,1.00
213,P/AMPU/26/5012,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,KET10001,Keytruda 100mg/4ml Inj,Vial,19/09/2026,,ABSOLUTE DISTRIBUTION SOLUTIONS PRIVATE LIMITED,,,No,,4.00,4.00
214,P/AMPU/26/5013,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,ZCV015,Zincovit tab,Tablet,19/09/2026,,Local Purchase Pharmacy,,,No,,1800.00,1800.00
215,P/AMPU/26/5013,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,TFDM30,Tufderm Cream 30gm,Tube,19/09/2026,,BHATIA MEDIWAYS AGENCIES(APEX CFA),,,No,,60.00,60.00
216,P/AMPU/26/5013,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,P250,P-250mg/5ml Suspension 60ml,Bottle,19/09/2026,,BHATIA MEDIWAYS AGENCIES(APEX CFA),,,No,,120.00,120.00
217,P/AMPU/26/5014,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,"stock already received ,",HRT150,Herti 150mg Inj,Vial,19/09/2026,,R.K Pharma,,,No,,4.00,4.00
218,P/AMPU/26/5014,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,"stock already received ,",MCR255,Microvir 250mg Tab,Tablet,19/09/2026,,Karun Enterprises,,,No,,3.00,3.00
219,P/AMPU/26/5014,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,"stock already received ,",SMF986,SMOF Kabiven Central 986ml,Pack-B,19/09/2026,,AMBEY HEALTHCARE,,,No,,4.00,4.00
220,AUTO/P/26/725,19/09/2026,Chanchal Chaudhary,19/09/2026,Chanchal Chaudhary,Closed,Fully Processed,Auto PRQ created by closing PO:SE/PH/2026-27/5087-A,CNB25,CNB 25mg Tab,Nos,16/09/2026,,,,,Yes,SE/PH/2026-27/5087-A,500.00,500.00
221,P/AMPU/26/5015,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,KCB150,Kemocarb 150mg Inj,(1.00 x Vial),19/09/2026,,South Delhi Pharma,,,No,,500.00,500.00
222,AUTO/P/26/726,19/09/2026,Chanchal Chaudhary,19/09/2026,Chanchal Chaudhary,Approved,Pending,Auto PRQ created by closing PO:SE/PH/2026-27/4748,NSF0005,Neosurf 5 ml Inj,Vial,07/09/2026,,,,,Yes,SE/PH/2026-27/4748,3.00,0.00
223,AUTO/P/26/726,19/09/2026,Chanchal Chaudhary,19/09/2026,Chanchal Chaudhary,Approved,Pending,Auto PRQ created by closing PO:SE/PH/2026-27/4748,CPV300,Clopivas 300mg Tab,Tablet,07/09/2026,,,,,Yes,SE/PH/2026-27/4748,120.00,0.00
224,AUTO/P/26/726,19/09/2026,Chanchal Chaudhary,19/09/2026,Chanchal Chaudhary,Approved,Pending,Auto PRQ created by closing PO:SE/PH/2026-27/4748,NSF003,Neosurf 3ml Inj,Vial,07/09/2026,,,,,Yes,SE/PH/2026-27/4748,1.00,0.00
225,AUTO/P/26/726,19/09/2026,Chanchal Chaudhary,19/09/2026,Chanchal Chaudhary,Approved,Pending,Auto PRQ created by closing PO:SE/PH/2026-27/4748,VTC100,Voltido Trio 100 Ciphaler(60's),Nos,07/09/2026,,,,,Yes,SE/PH/2026-27/4748,1.00,0.00
226,AUTO/P/26/726,19/09/2026,Chanchal Chaudhary,19/09/2026,Chanchal Chaudhary,Approved,Pending,Auto PRQ created by closing PO:SE/PH/2026-27/4748,SYC0250,Seroflo 250mcg Synchrobreathe,Canister,07/09/2026,,,,,Yes,SE/PH/2026-27/4748,5.00,0.00
227,P/AMPU/26/5016,19/09/2026,Giri Shankar,19/09/2026,Giri Shankar,Closed,Fully Processed,,FLX05,Fluarix SH ( Trivalent ) PFS vaccines,Nos,19/09/2026,,Toasha Vaccines Southend,,,No,,100.00,100.00
228,P/AMPU/26/5017,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,COLZZ,Colgate Zig-Zag Tooth Brush,Nos,19/09/2026,,AYUSH ENTERPRISES,,,No,,100.00,100.00
229,P/AMPU/26/5018,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,SNP010,Sinopure Starter Kit,Pack-B,19/09/2026,,HEALTHLINE PHARMACEUTICALS,,,No,,6.00,6.00
230,P/AMPU/26/5019,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Zydus Cadila Healthcare Ltd,TIS100,Tishtha 100mg Inj,Nos,19/09/2026,,KAPBRO PHARMA PRIVATE LIMITED,,Zydus Cadila Healthcare Ltd,No,,5.00,5.00
231,P/AMPU/26/5020,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,HEM7090,Automatic Blood Pressure Monitor(Omron 7090),unit(s),19/09/2026,,M/s Med Save Healthcare,,,No,,5.00,5.00
232,P/AMPU/26/5021,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,IPCA Laboratories Ltd,FLT200,Folitrax 20mg Tab,Tablet,19/09/2026,,MODEL ENTERPRISES PRIVATE LIMITED,,IPCA Laboratories Ltd,No,,50.00,50.00
233,P/AMPU/26/5021,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,IPCA Laboratories Ltd,FTX075,Folitrax - 7.5mg Tab,(1.00 x Tablet),19/09/2026,,MODEL ENTERPRISES PRIVATE LIMITED,,IPCA Laboratories Ltd,No,,100.00,100.00
234,P/AMPU/26/5022,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,CLC020,Cilacar 20mg Tab,Tablet,19/09/2026,,Novacare Healthcare Solutions Private Limited(DELHI),,,No,,300.00,300.00
235,P/AMPU/26/5022,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,RNT150,Rantac 150 mg Tab,Tablet,19/09/2026,,Novacare Healthcare Solutions Private Limited(DELHI),,,No,,900.00,900.00
236,P/AMPU/26/5023,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,RTRL500,RituxiRel RN 500mg Inj (OSS),Vial,19/09/2026,,R.K Pharma,,,No,,20.00,20.00
237,P/AMPU/26/5024,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Approved,Pending,,SYS010,Systane Ultra Eye Drops 10ml,Bottle,19/09/2026,,ALCON LABORATORIES (INDIA) PVT LTD,,,No,,100.00,0.00
238,P/AMPU/26/5025,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,IMF500,Imfinzi 500mg Inj,Vial,19/09/2026,,KAPBRO PHARMA PRIVATE LIMITED,,,No,,1.00,1.00
239,P/AMPU/26/5025,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,DRZ1800,Darzalex Faspro 1800mg Inj,Vial,19/09/2026,,MODEL ENTERPRISES PRIVATE LIMITED,,,No,,1.00,1.00
240,P/AMPU/26/5025,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,,REL20,Relopduo 20ml Inj,Nos,19/09/2026,,KAPBRO PHARMA PRIVATE LIMITED,,,No,,1.00,1.00
